#FID	IID	t1
id1_752	id2_752	-1.38448784624347
id1_753	id2_753	-1.25491629821297
id1_754	id2_754	-0.0208085418941326
id1_755	id2_755	1.19665642961924
id1_756	id2_756	-0.0621943821576495
id1_757	id2_757	-0.432828806991845
id1_758	id2_758	-0.484966783103082
id1_759	id2_759	0.682497090262984
id1_760	id2_760	1.40958814954163
id1_761	id2_761	0.327192103174268
id1_762	id2_762	-0.488272721157429
id1_763	id2_763	-0.477039137723798
id1_764	id2_764	-2.07931295819173
id1_765	id2_765	1.0461114662926
id1_766	id2_766	-0.492610246816074
id1_767	id2_767	-0.705829044269401
id1_768	id2_768	-2.15215809908866
id1_769	id2_769	0.825905720179699
id1_770	id2_770	-0.435790634461332
id1_771	id2_771	-0.283696742711668
id1_772	id2_772	-1.15534808621997
id1_773	id2_773	0.555611535859142
id1_774	id2_774	2.04869002168362
id1_775	id2_775	0.56323537549081
id1_776	id2_776	0.0442113520004955
id1_777	id2_777	-0.156507902659228
id1_778	id2_778	0.870978305479136
id1_779	id2_779	-0.533933229078755
id1_780	id2_780	0.939085640560646
id1_781	id2_781	-0.309305611087749
id1_782	id2_782	1.24159490305617
id1_783	id2_783	0.376032014467925
id1_784	id2_784	-1.22150279057028
id1_785	id2_785	-0.149521265733683
id1_786	id2_786	0.0226399573718646
id1_787	id2_787	-0.257752540238838
id1_788	id2_788	1.49150476251586
id1_789	id2_789	0.899900059697469
id1_790	id2_790	0.107420689511537
id1_791	id2_791	-0.688611165804236
id1_792	id2_792	-0.150595344165176
id1_793	id2_793	-0.125206252184085
id1_794	id2_794	-0.414062215488604
id1_795	id2_795	0.854232253347861
id1_796	id2_796	-1.40413353773832
id1_797	id2_797	1.00267468175274
id1_798	id2_798	-0.681534875806569
id1_799	id2_799	1.7389981340699
id1_800	id2_800	-0.111721737172403
id1_801	id2_801	0.496528198819952
id1_802	id2_802	-0.0707102364070978
id1_803	id2_803	1.22130301008793
id1_804	id2_804	0.515369695833465
id1_805	id2_805	0.615737076125353
id1_806	id2_806	-0.993896881682811
id1_807	id2_807	-0.299186640594049
id1_808	id2_808	0.433210169646101
id1_809	id2_809	-0.634765769836131
id1_810	id2_810	-0.490079715531938
id1_811	id2_811	1.6242746576993
id1_812	id2_812	-0.781516363639107
id1_813	id2_813	0.589152686959076
id1_814	id2_814	-2.10521599231403
id1_815	id2_815	-0.105894962064129
id1_816	id2_816	0.179832223010574
id1_817	id2_817	0.617399784886688
id1_818	id2_818	1.0876425049553
id1_819	id2_819	0.144170798420603
id1_820	id2_820	-1.38277037253966
id1_821	id2_821	0.220009718458943
id1_822	id2_822	-1.20714672083226
id1_823	id2_823	-2.05472158815606
id1_824	id2_824	0.927207303002453
id1_825	id2_825	-2.66673541705188
id1_826	id2_826	-0.432755469202435
id1_827	id2_827	0.0467153262951519
id1_828	id2_828	-0.636288333132541
id1_829	id2_829	1.153570212648
id1_830	id2_830	-1.11607501361525
id1_831	id2_831	-0.22014165280617
id1_832	id2_832	-1.57054307578499
id1_833	id2_833	-1.83001671216873
id1_834	id2_834	-1.59133364597403
id1_835	id2_835	0.763394545273008
id1_836	id2_836	-1.31488220455071
id1_837	id2_837	-0.931044020760455
id1_838	id2_838	0.915748018663649
id1_839	id2_839	0.717718599611463
id1_840	id2_840	-0.255648434332175
id1_841	id2_841	-0.287823174591892
id1_842	id2_842	-1.18854690710632
id1_843	id2_843	0.150353263251215
id1_844	id2_844	-0.757270852251606
id1_845	id2_845	-0.0450236309100794
id1_846	id2_846	-1.38832631862492
id1_847	id2_847	0.822372625403926
id1_848	id2_848	0.393849167439772
id1_849	id2_849	0.323677763681574
id1_850	id2_850	-0.442098845352347
id1_851	id2_851	0.802420325568936
id1_852	id2_852	-0.173537776483864
id1_853	id2_853	-1.23296957129019
id1_854	id2_854	0.016038037469015
id1_855	id2_855	-1.04658395241619
id1_856	id2_856	0.186343541867185
id1_857	id2_857	-0.427162453755548
id1_858	id2_858	-2.02963331032178
id1_859	id2_859	-0.640827685351095
id1_860	id2_860	1.28602652135459
id1_861	id2_861	0.0909705335789323
id1_862	id2_862	-2.06792407563511
id1_863	id2_863	-0.923197533902956
id1_864	id2_864	-0.135057284616245
id1_865	id2_865	0.0448204613570563
id1_866	id2_866	-0.163627628708842
id1_867	id2_867	0.448278590165643
id1_868	id2_868	-0.873969159088554
id1_869	id2_869	0.755894512671213
id1_870	id2_870	0.605957293541034
id1_871	id2_871	-0.66446514094353
id1_872	id2_872	-1.18854379658769
id1_873	id2_873	-0.523183469322175
id1_874	id2_874	-0.22995647106513
id1_875	id2_875	-0.453526269764269
id1_876	id2_876	1.52979783462122
id1_877	id2_877	0.616959102926384
id1_878	id2_878	-1.15818753608256
id1_879	id2_879	-1.17018854384362
id1_880	id2_880	-0.456996489639327
id1_881	id2_881	1.7806921395959
id1_882	id2_882	-0.96820141833945
id1_883	id2_883	1.03033643311303
id1_884	id2_884	0.541697921037633
id1_885	id2_885	-0.711523040377092
id1_886	id2_886	-1.11325744889698
id1_887	id2_887	-0.355482174823992
id1_888	id2_888	-0.475982783267966
id1_889	id2_889	-0.952447658728634
id1_890	id2_890	2.21529085710501
id1_891	id2_891	-0.129308790309689
id1_892	id2_892	-2.02276337129551
id1_893	id2_893	0.195177504349562
id1_894	id2_894	-1.43343760205277
id1_895	id2_895	0.143921263434364
id1_896	id2_896	-0.127853369729958
id1_897	id2_897	-1.27173415304787
id1_898	id2_898	0.353540114135156
id1_899	id2_899	-1.17110213541612
id1_900	id2_900	0.490235214000209
id1_901	id2_901	-0.558844488101578
id1_902	id2_902	-0.289424839455
id1_903	id2_903	0.0114957702729057
id1_904	id2_904	-1.47636700180939
id1_905	id2_905	-0.669810689860672
id1_906	id2_906	0.821457458337862
id1_907	id2_907	0.0512124956263109
id1_908	id2_908	-1.50878957361302
id1_909	id2_909	-0.513225947484428
id1_910	id2_910	0.00317218272293934
id1_911	id2_911	0.331042210236151
id1_912	id2_912	-0.891601439323124
id1_913	id2_913	0.815689960396039
id1_914	id2_914	-1.71209374822163
id1_915	id2_915	-0.711296991622399
id1_916	id2_916	-0.405382245088388
id1_917	id2_917	0.382387864816834
id1_918	id2_918	-0.394012388137498
id1_919	id2_919	-0.481486074964729
id1_920	id2_920	-1.10482572480213
id1_921	id2_921	-1.15520971117983
id1_922	id2_922	2.05058280323446
id1_923	id2_923	-1.12505197163217
id1_924	id2_924	-0.42570180124954
id1_925	id2_925	1.5092623860428
id1_926	id2_926	-1.10868232388465
id1_927	id2_927	0.208567722258637
id1_928	id2_928	0.113412830650468
id1_929	id2_929	-1.07033328391313
id1_930	id2_930	-0.306013840731738
id1_931	id2_931	0.494859904825031
id1_932	id2_932	-0.435681260054399
id1_933	id2_933	-1.37824923646786
id1_934	id2_934	1.30605342760346
id1_935	id2_935	-0.243399845603891
id1_936	id2_936	-0.303433246548309
id1_937	id2_937	0.191972341031662
id1_938	id2_938	-0.421936695878374
id1_939	id2_939	-0.409814998760742
id1_940	id2_940	-0.736343324811133
id1_941	id2_941	-1.03600636907756
id1_942	id2_942	-1.40751880540876
id1_943	id2_943	-0.259415740433724
id1_944	id2_944	0.524085853104917
id1_945	id2_945	-0.00637017950863565
id1_946	id2_946	0.65265506535782
id1_947	id2_947	2.07503341219569
id1_948	id2_948	-3.00903807927737
id1_949	id2_949	-0.721079070425881
id1_950	id2_950	-0.450026410135084
id1_951	id2_951	-0.170269296787281
id1_952	id2_952	-0.499274736679887
id1_953	id2_953	-1.34552999471578
id1_954	id2_954	0.944500086540046
id1_955	id2_955	-0.332364675452635
id1_956	id2_956	-0.195744635721577
id1_957	id2_957	-1.76757212379893
id1_958	id2_958	0.612582690811599
id1_959	id2_959	-0.32345504924844
id1_960	id2_960	-0.686238304505614
id1_961	id2_961	-1.46588845072514
id1_962	id2_962	-1.00842025198356
id1_963	id2_963	-2.38716398489741
id1_964	id2_964	-0.333238165903689
id1_965	id2_965	-0.22023673029189
id1_966	id2_966	0.271091086129843
id1_967	id2_967	-0.102792232881756
id1_968	id2_968	-0.802697342549126
id1_969	id2_969	0.359884857360485
id1_970	id2_970	-0.126267336965074
id1_971	id2_971	1.94510258339595
id1_972	id2_972	0.289436711026104
id1_973	id2_973	1.19318506029347
id1_974	id2_974	0.866546322012173
id1_975	id2_975	-0.473290659999481
id1_976	id2_976	1.31228354482395
id1_977	id2_977	-0.757683610380341
id1_978	id2_978	-0.347589252803998
id1_979	id2_979	-0.363356341690152
id1_980	id2_980	0.690049841943266
id1_981	id2_981	-0.0685586027929609
id1_982	id2_982	-2.48579747908106
id1_983	id2_983	-0.152659711210621
id1_984	id2_984	1.24453545609751
id1_985	id2_985	-1.64391544513374
id1_986	id2_986	0.99673877968031
id1_987	id2_987	0.00909014759675614
id1_988	id2_988	0.886667497888172
id1_989	id2_989	1.45216900008696
id1_990	id2_990	-0.394146047509912
id1_991	id2_991	-0.566564574216207
id1_992	id2_992	0.531691172084925
id1_993	id2_993	0.64659973076317
id1_994	id2_994	1.18455119202522
id1_995	id2_995	-1.92179600278551
id1_996	id2_996	-0.566122396076342
id1_997	id2_997	1.01442185215872
id1_998	id2_998	-1.11138888674124
id1_999	id2_999	0.544458077164773
id1_1000	id2_1000	0.69950256476258
id1_1001	id2_1001	-0.111799639532614
id1_1002	id2_1002	0.335134597422813
id1_1003	id2_1003	0.230328258863814
id1_1004	id2_1004	0.591645553317901
id1_1005	id2_1005	-0.223056147884845
id1_1006	id2_1006	-1.13039475982256
id1_1007	id2_1007	-0.517552816457499
id1_1008	id2_1008	0.186142652498943
id1_1009	id2_1009	1.5800788814922
id1_1010	id2_1010	0.802247037424528
id1_1011	id2_1011	-0.900334666093335
id1_1012	id2_1012	0.331871607962442
id1_1013	id2_1013	0.273780161542038
id1_1014	id2_1014	-0.100559661007753
id1_1015	id2_1015	-1.78517436627682
id1_1016	id2_1016	-0.913844852827429
id1_1017	id2_1017	-0.690822571325895
id1_1018	id2_1018	-0.592196878959372
id1_1019	id2_1019	-0.617787529133065
id1_1020	id2_1020	-0.414181105671954
id1_1021	id2_1021	0.814452987812541
id1_1022	id2_1022	0.0868422160401442
id1_1023	id2_1023	0.261051308859429
id1_1024	id2_1024	0.542422576356089
id1_1025	id2_1025	0.429297039655828
id1_1026	id2_1026	-1.17772600951038
id1_1027	id2_1027	-1.46407671627498
id1_1028	id2_1028	0.437061076254171
id1_1029	id2_1029	-0.873835381964177
id1_1030	id2_1030	-1.35489850349903
id1_1031	id2_1031	-0.662131777004624
id1_1032	id2_1032	0.332748514828478
id1_1033	id2_1033	1.70299204314288
id1_1034	id2_1034	0.759322547028208
id1_1035	id2_1035	-1.44533833529882
id1_1036	id2_1036	-0.250479800191055
id1_1037	id2_1037	0.405268525023857
id1_1038	id2_1038	0.338517539904232
id1_1039	id2_1039	0.722388118182356
id1_1040	id2_1040	-1.70747349331674
id1_1041	id2_1041	0.387743971719578
id1_1042	id2_1042	1.08388693566746
id1_1043	id2_1043	0.595727237639195
id1_1044	id2_1044	-1.33107361993609
id1_1045	id2_1045	1.35062732216989
id1_1046	id2_1046	0.499609342065534
id1_1047	id2_1047	0.881255541925989
id1_1048	id2_1048	-0.120989911156567
id1_1049	id2_1049	-0.0194036189181153
id1_1050	id2_1050	0.316848407322708
id1_1051	id2_1051	0.335903114338353
id1_1052	id2_1052	-1.57766873210278
id1_1053	id2_1053	-0.984560400260788
id1_1054	id2_1054	-0.0702232210346896
id1_1055	id2_1055	-0.114393568511121
id1_1056	id2_1056	0.730560524593555
id1_1057	id2_1057	-0.352373502397199
id1_1058	id2_1058	-0.140309899467579
id1_1059	id2_1059	0.132628799265855
id1_1060	id2_1060	-1.31386645411218
id1_1061	id2_1061	-0.100393681090424
id1_1062	id2_1062	-0.772604010186072
id1_1063	id2_1063	-0.565575587704127
id1_1064	id2_1064	-0.810738608251472
id1_1065	id2_1065	-0.208939996583899
id1_1066	id2_1066	0.382003419369943
id1_1067	id2_1067	-0.171485201958663
id1_1068	id2_1068	0.247097185961014
id1_1069	id2_1069	-1.92639536007819
id1_1070	id2_1070	1.23969953982081
id1_1071	id2_1071	2.05508890380203
id1_1072	id2_1072	-1.20575273240091
id1_1073	id2_1073	0.293478447225133
id1_1074	id2_1074	-0.677925959931884
id1_1075	id2_1075	-0.240641893018857
id1_1076	id2_1076	-0.682873703759802
id1_1077	id2_1077	-2.42124327792273
id1_1078	id2_1078	0.478691649570225
id1_1079	id2_1079	0.881700156693787
id1_1080	id2_1080	-0.92567069939543
id1_1081	id2_1081	-0.493365394758012
id1_1082	id2_1082	0.235473851455493
id1_1083	id2_1083	1.63172191638623
id1_1084	id2_1084	-1.59045108182632
id1_1085	id2_1085	-0.595504483911153
id1_1086	id2_1086	0.00229832611420843
id1_1087	id2_1087	2.2116106256434
id1_1088	id2_1088	1.53145453604079
id1_1089	id2_1089	-0.238477211724715
id1_1090	id2_1090	2.24410658505555
id1_1091	id2_1091	0.211033721708487
id1_1092	id2_1092	0.550660554974995
id1_1093	id2_1093	1.49964388257451
id1_1094	id2_1094	0.450426317377521
id1_1095	id2_1095	-0.0953405721355427
id1_1096	id2_1096	-0.268485456192591
id1_1097	id2_1097	-0.357489287918382
id1_1098	id2_1098	-1.23561828406308
id1_1099	id2_1099	-1.24302160587814
id1_1100	id2_1100	-1.85564511680858
id1_1101	id2_1101	1.21434064448085
id1_1102	id2_1102	0.696555377578433
id1_1103	id2_1103	0.00461801821497021
id1_1104	id2_1104	0.777296166135665
id1_1105	id2_1105	0.373338751759182
id1_1106	id2_1106	0.079376250451544
id1_1107	id2_1107	0.262989967773491
id1_1108	id2_1108	0.617793553017106
id1_1109	id2_1109	0.235847403253299
id1_1110	id2_1110	-1.97852294284403
id1_1111	id2_1111	0.69789044347502
id1_1112	id2_1112	1.46547376080926
id1_1113	id2_1113	0.535278939235747
id1_1114	id2_1114	0.638209926822299
id1_1115	id2_1115	1.54103189605339
id1_1116	id2_1116	-0.285836730757764
id1_1117	id2_1117	-0.701892704677391
id1_1118	id2_1118	-0.871286411831415
id1_1119	id2_1119	0.728237411435277
id1_1120	id2_1120	-0.816089426278083
id1_1121	id2_1121	-0.92133057464743
id1_1122	id2_1122	-0.790378968315458
id1_1123	id2_1123	0.998626422316422
id1_1124	id2_1124	0.832013383955134
id1_1125	id2_1125	-1.01906557658401
id1_1126	id2_1126	2.23898365300284
id1_1127	id2_1127	2.34482009119372
id1_1128	id2_1128	-0.220816004389963
id1_1129	id2_1129	-0.328779195862819
id1_1130	id2_1130	0.927529612648223
id1_1131	id2_1131	0.305742151898941
id1_1132	id2_1132	1.80283730367625
id1_1133	id2_1133	-0.361929314706212
id1_1134	id2_1134	-0.411052030260849
id1_1135	id2_1135	-0.20607732177165
id1_1136	id2_1136	0.362165154477778
id1_1137	id2_1137	-0.867881722895542
id1_1138	id2_1138	-0.413076251182448
id1_1139	id2_1139	1.18510736314103
id1_1140	id2_1140	0.303739535810408
id1_1141	id2_1141	0.121931319116585
id1_1142	id2_1142	-0.177384507221779
id1_1143	id2_1143	-0.406349467769994
id1_1144	id2_1144	-0.892021701306293
id1_1145	id2_1145	-0.420689947712975
id1_1146	id2_1146	-0.281800587661295
id1_1147	id2_1147	0.23731713445417
id1_1148	id2_1148	-1.00128115365944
id1_1149	id2_1149	-0.0397303137294431
id1_1150	id2_1150	-0.618343642722268
id1_1151	id2_1151	-1.6728523609976
id1_1152	id2_1152	-2.01008562921945
id1_1153	id2_1153	-2.11885771988196
id1_1154	id2_1154	1.13866055844166
id1_1155	id2_1155	-0.128426214178487
id1_1156	id2_1156	-0.628573875747114
id1_1157	id2_1157	0.45509250802979
id1_1158	id2_1158	-0.639768568538313
id1_1159	id2_1159	0.201513938255709
id1_1160	id2_1160	-0.746672076503839
id1_1161	id2_1161	-0.166435674516554
id1_1162	id2_1162	-1.36953683430327
id1_1163	id2_1163	-0.157693103128563
id1_1164	id2_1164	0.0360251259102118
id1_1165	id2_1165	1.7836392200831
id1_1166	id2_1166	-0.813958735979057
id1_1167	id2_1167	-0.557903864818226
id1_1168	id2_1168	0.0665851304544697
id1_1169	id2_1169	3.55165220602764
id1_1170	id2_1170	1.17120230696862
id1_1171	id2_1171	-0.219992150985073
id1_1172	id2_1172	1.07775077957321
id1_1173	id2_1173	-1.1893834774444
id1_1174	id2_1174	0.973260984513347
id1_1175	id2_1175	-1.33504746188231
id1_1176	id2_1176	0.668485301013879
id1_1177	id2_1177	0.0949366700381832
id1_1178	id2_1178	-0.344804993115666
id1_1179	id2_1179	-0.866920723790617
id1_1180	id2_1180	0.429701422330726
id1_1181	id2_1181	-1.39250202070727
id1_1182	id2_1182	0.162553540262441
id1_1183	id2_1183	0.54150713815802
id1_1184	id2_1184	0.479783916241646
id1_1185	id2_1185	0.0842341858799606
id1_1186	id2_1186	1.88311703624508
id1_1187	id2_1187	0.1037916128601
id1_1188	id2_1188	-0.722676438037075
id1_1189	id2_1189	0.0263136751122361
id1_1190	id2_1190	0.172032505198938
id1_1191	id2_1191	-0.46325043263351
id1_1192	id2_1192	-0.399312051302454
id1_1193	id2_1193	-0.899602762479247
id1_1194	id2_1194	1.15333000103944
id1_1195	id2_1195	0.870156297008139
id1_1196	id2_1196	1.21051415249871
id1_1197	id2_1197	1.58297740061573
id1_1198	id2_1198	0.36978252587159
id1_1199	id2_1199	-1.20358611378626
id1_1200	id2_1200	0.382259964289456
id1_1201	id2_1201	0.189220787075572
id1_1202	id2_1202	-0.462296867606189
id1_1203	id2_1203	0.187808425758415
id1_1204	id2_1204	0.113817816428702
id1_1205	id2_1205	-0.592190022917522
id1_1206	id2_1206	0.194342209418651
id1_1207	id2_1207	2.42945455172818
id1_1208	id2_1208	0.881369228864785
id1_1209	id2_1209	-0.0316258128204725
id1_1210	id2_1210	0.421311504936749
id1_1211	id2_1211	-1.51297056016927
id1_1212	id2_1212	-1.02861820750474
id1_1213	id2_1213	1.81195977403855
id1_1214	id2_1214	0.966450230751715
id1_1215	id2_1215	-0.264732105510782
id1_1216	id2_1216	-0.740521915091789
id1_1217	id2_1217	-1.59462570681462
id1_1218	id2_1218	0.506357296054526
id1_1219	id2_1219	-1.90283215733943
id1_1220	id2_1220	-0.210144105940405
id1_1221	id2_1221	0.51739310566615
id1_1222	id2_1222	1.8979878229138
id1_1223	id2_1223	0.537403749496141
id1_1224	id2_1224	-1.8883149977205
id1_1225	id2_1225	2.05819239398774
id1_1226	id2_1226	0.844752455007387
id1_1227	id2_1227	-0.452143256806914
id1_1228	id2_1228	0.323015398152544
id1_1229	id2_1229	-1.36615358144087
id1_1230	id2_1230	2.34953090956121
id1_1231	id2_1231	0.430435842023806
id1_1232	id2_1232	-0.00355049493898129
id1_1233	id2_1233	-0.319955473439139
id1_1234	id2_1234	0.798294887986276
id1_1235	id2_1235	-0.29939566309317
id1_1236	id2_1236	2.96010558562706
id1_1237	id2_1237	-0.594600073633007
id1_1238	id2_1238	0.118886898821396
id1_1239	id2_1239	2.08884826297676
id1_1240	id2_1240	-1.40984800286045
id1_1241	id2_1241	0.429175282696511
id1_1242	id2_1242	-0.449531725928021
id1_1243	id2_1243	0.902113097797333
id1_1244	id2_1244	0.459919474903549
id1_1245	id2_1245	0.0467247504836697
id1_1246	id2_1246	0.806842816465979
id1_1247	id2_1247	-0.465437949497203
id1_1248	id2_1248	-1.07140336612191
id1_1249	id2_1249	-0.477948403243414
id1_1250	id2_1250	-0.0600121358280795
id1_1251	id2_1251	-0.0962073143752646
id1_1252	id2_1252	0.523425334969794
id1_1253	id2_1253	0.123301340723171
id1_1254	id2_1254	0.644639578157548
id1_1255	id2_1255	1.69988864887027
id1_1256	id2_1256	0.12843731086602
id1_1257	id2_1257	-0.783315086747428
id1_1258	id2_1258	0.709927288978631
id1_1259	id2_1259	-0.108490740260452
id1_1260	id2_1260	-0.656796850944549
id1_1261	id2_1261	0.637454980314219
id1_1262	id2_1262	0.420140626624036
id1_1263	id2_1263	1.81788194590263
id1_1264	id2_1264	-0.552872375859127
id1_1265	id2_1265	-1.12141019056575
id1_1266	id2_1266	0.291551365866219
id1_1267	id2_1267	-0.166896942106527
id1_1268	id2_1268	1.65531009314223
id1_1269	id2_1269	-0.345691030383216
id1_1270	id2_1270	-1.3155399606733
id1_1271	id2_1271	0.188168469881196
id1_1272	id2_1272	0.676744840605955
id1_1273	id2_1273	-0.92723271109822
id1_1274	id2_1274	-1.38846222068655
id1_1275	id2_1275	-1.77107810223191
id1_1276	id2_1276	0.198344751460094
id1_1277	id2_1277	0.417429516399122
id1_1278	id2_1278	-2.3962815425557
id1_1279	id2_1279	-0.128742560010252
id1_1280	id2_1280	1.71217905249629
id1_1281	id2_1281	-0.583530973509101
id1_1282	id2_1282	-0.162399497136925
id1_1283	id2_1283	-0.0198804495197021
id1_1284	id2_1284	-0.522126341833835
id1_1285	id2_1285	0.528981147111828
id1_1286	id2_1286	0.110601461094788
id1_1287	id2_1287	-0.619233699066102
id1_1288	id2_1288	-0.347701351727322
id1_1289	id2_1289	-0.0331714277521688
id1_1290	id2_1290	1.07308081787467
id1_1291	id2_1291	0.18315522054448
id1_1292	id2_1292	0.976381170738014
id1_1293	id2_1293	0.428432214547016
id1_1294	id2_1294	2.69219034666918
id1_1295	id2_1295	-0.35331154521376
id1_1296	id2_1296	0.810951227296501
id1_1297	id2_1297	-0.07180213854769
id1_1298	id2_1298	2.06730382571009
id1_1299	id2_1299	-0.728940733984356
id1_1300	id2_1300	-0.118607113909546
id1_1301	id2_1301	-0.801403248955303
id1_1302	id2_1302	-0.712920278682018
id1_1303	id2_1303	0.932497927203312
id1_1304	id2_1304	0.393883588556124
id1_1305	id2_1305	-1.17749887739252
id1_1306	id2_1306	-0.830076623605677
id1_1307	id2_1307	0.58264610643894
id1_1308	id2_1308	-1.57503603783984
id1_1309	id2_1309	-1.01971770264053
id1_1310	id2_1310	0.253065470210291
id1_1311	id2_1311	-1.30213155289337
id1_1312	id2_1312	0.3695481571016
id1_1313	id2_1313	-1.91921957862288
id1_1314	id2_1314	-1.23633967048337
id1_1315	id2_1315	-0.748728213827517
id1_1316	id2_1316	2.07900983769586
id1_1317	id2_1317	-0.944767317423707
id1_1318	id2_1318	1.11686696321848
id1_1319	id2_1319	0.701596573847997
id1_1320	id2_1320	-1.49112357528028
id1_1321	id2_1321	-0.779891243174381
id1_1322	id2_1322	-0.414069253893885
id1_1323	id2_1323	1.22354945479132
id1_1324	id2_1324	1.01017465814141
id1_1325	id2_1325	0.0240707637917323
id1_1326	id2_1326	-0.472106039950401
id1_1327	id2_1327	-0.0408402762949297
id1_1328	id2_1328	-0.803407018551051
id1_1329	id2_1329	0.227185327916094
id1_1330	id2_1330	-0.934521158207279
id1_1331	id2_1331	-1.65544345552139
id1_1332	id2_1332	-0.305527704792388
id1_1333	id2_1333	1.40875904772158
id1_1334	id2_1334	-0.0295705153928368
id1_1335	id2_1335	-1.73549223694519
id1_1336	id2_1336	0.373872958745516
id1_1337	id2_1337	-0.391970023502113
id1_1338	id2_1338	-0.262287980789452
id1_1339	id2_1339	0.462511702213104
id1_1340	id2_1340	1.30962736881922
id1_1341	id2_1341	0.696245496615641
id1_1342	id2_1342	-0.338762960257545
id1_1343	id2_1343	-0.363328126688294
id1_1344	id2_1344	-0.837842806173662
id1_1345	id2_1345	-0.710388175463012
id1_1346	id2_1346	-0.65157224220335
id1_1347	id2_1347	-2.11346584933214
id1_1348	id2_1348	-1.13785816155395
id1_1349	id2_1349	1.85888146771532
id1_1350	id2_1350	-3.1140833672841
id1_1351	id2_1351	-0.833797882177573
id1_1352	id2_1352	-0.939387865584801
id1_1353	id2_1353	0.239315589775667
id1_1354	id2_1354	0.112477589380756
id1_1355	id2_1355	-1.12974289730491
id1_1356	id2_1356	0.833025353690753
id1_1357	id2_1357	2.11541441059802
id1_1358	id2_1358	-2.00143189994286
id1_1359	id2_1359	0.524911086772537
id1_1360	id2_1360	-0.400533094154408
id1_1361	id2_1361	-0.773111999181396
id1_1362	id2_1362	-0.804996598733376
id1_1363	id2_1363	-1.41953652622431
id1_1364	id2_1364	0.0166812848458976
id1_1365	id2_1365	2.30995121687037
id1_1366	id2_1366	0.2577833477308
id1_1367	id2_1367	-0.0641042233729136
id1_1368	id2_1368	0.892574536395318
id1_1369	id2_1369	1.91529159164688
id1_1370	id2_1370	-1.07382068590355
id1_1371	id2_1371	1.37457873626159
id1_1372	id2_1372	-0.81278369272776
id1_1373	id2_1373	-0.254512503373575
id1_1374	id2_1374	-2.49114042565948
id1_1375	id2_1375	-0.863304534523369
id1_1376	id2_1376	-1.83255686150877
id1_1377	id2_1377	0.921833559475477
id1_1378	id2_1378	0.00630945066731034
id1_1379	id2_1379	1.33827559363652
id1_1380	id2_1380	-0.450907072714351
id1_1381	id2_1381	1.38330812932422
id1_1382	id2_1382	-1.19518405103942
id1_1383	id2_1383	0.580126892447266
id1_1384	id2_1384	1.49340340611232
id1_1385	id2_1385	1.29413562919761
id1_1386	id2_1386	-0.242108537185013
id1_1387	id2_1387	1.38180481057078
id1_1388	id2_1388	-0.372629303051423
id1_1389	id2_1389	-0.69062734494688
id1_1390	id2_1390	-0.818270520744197
id1_1391	id2_1391	-0.111703922368379
id1_1392	id2_1392	0.23576358431464
id1_1393	id2_1393	-1.49641143790422
id1_1394	id2_1394	-1.59058089661574
id1_1395	id2_1395	1.56544041148808
id1_1396	id2_1396	-0.203240607876732
id1_1397	id2_1397	-0.0689146304636535
id1_1398	id2_1398	-0.910243710965107
id1_1399	id2_1399	-0.0697743320502835
id1_1400	id2_1400	1.24983586303284
id1_1401	id2_1401	-2.09944595315412
id1_1402	id2_1402	-0.0263291899462066
id1_1403	id2_1403	1.10270551592072
id1_1404	id2_1404	1.51749901726062
id1_1405	id2_1405	-0.801725963103285
id1_1406	id2_1406	0.555995368936151
id1_1407	id2_1407	-0.626574359988562
id1_1408	id2_1408	0.802731339513282
id1_1409	id2_1409	-0.320947278952881
id1_1410	id2_1410	-0.564484477470218
id1_1411	id2_1411	0.65914701900852
id1_1412	id2_1412	1.2466503512415
id1_1413	id2_1413	-0.804424973102248
id1_1414	id2_1414	1.2724268414254
id1_1415	id2_1415	0.715376617199558
id1_1416	id2_1416	-0.355861951855815
id1_1417	id2_1417	0.850013979291576
id1_1418	id2_1418	-0.284050016804717
id1_1419	id2_1419	1.22691629634371
id1_1420	id2_1420	0.906242220481491
id1_1421	id2_1421	0.367627969494197
id1_1422	id2_1422	1.53853398793219
id1_1423	id2_1423	-0.233509348117867
id1_1424	id2_1424	-1.77563936411713
id1_1425	id2_1425	-0.0345613470285975
id1_1426	id2_1426	-0.0760138836582527
id1_1427	id2_1427	-0.409808818775146
id1_1428	id2_1428	-2.39637494953431
id1_1429	id2_1429	-1.06158170581919
id1_1430	id2_1430	-1.08052561601842
id1_1431	id2_1431	-1.68313053027514
id1_1432	id2_1432	-1.22563509629694
id1_1433	id2_1433	0.750607029934695
id1_1434	id2_1434	1.24583576794224
id1_1435	id2_1435	0.468781217530326
id1_1436	id2_1436	2.26582162426188
id1_1437	id2_1437	-0.0340480013296168
id1_1438	id2_1438	-1.5280481104434
id1_1439	id2_1439	-1.06894467656322
id1_1440	id2_1440	0.767424980539205
id1_1441	id2_1441	0.012198172174815
id1_1442	id2_1442	-0.287008414531138
id1_1443	id2_1443	-0.934054040343829
id1_1444	id2_1444	-0.489479352994854
id1_1445	id2_1445	0.998229359827236
id1_1446	id2_1446	0.613769221302421
id1_1447	id2_1447	-0.0389457900683856
id1_1448	id2_1448	-0.696379868902117
id1_1449	id2_1449	0.689470499286362
id1_1450	id2_1450	1.41441267935193
id1_1451	id2_1451	0.709713282388257
id1_1452	id2_1452	0.359855426412944
id1_1453	id2_1453	0.639512058290045
